TweetLink,TweetDate,TweetText
"https://x.com/JavaScript/status/1520072430307487747","2022-04-29T16:08:03.000Z","Just curious, are you using => functions exclusively or still sticking to traditional function syntax? 

No judgement!"
"https://x.com/JavaScript/status/1503724331892981774","2022-03-15T13:26:33.000Z","Hello everyone! 
- Like if you love me
- RT if you hate me"
"https://x.com/JavaScript/status/1509894711212978182","2022-04-01T14:05:26.000Z","Hi there PHP Devs! I love you all!
#PHP"
"https://x.com/JavaScript/status/1544356270198738945","2022-07-05T16:23:22.000Z","A few weeks ago, you all told us your favorite code editor. VS Code won by a longshot.

What's your favorite extension or shortcut for 
@code
?"
